电影名,影评
肖申克的救赎,看它的时候，正是我在迷茫的人生阶段，以前我一直有听说过这个片子 你陆陆续续的看过几次 但是都没什么印象了 ，今天刚好有时间 沉下心来看看 ，说实话 我没怎么看懂 ，也可能是因为我这个年纪和人生阅历太浅了 ，但是看了很多 网友们的深刻解读以后 ，我大概有点感悟到了 ，所谓的救赎 ，其实就是和自己、外界和解，和监狱里的他们相比 ，我们看似都是自由的，但是为什么却从来没有感觉到幸福和爱呢？就像我现在一直活在迷茫和焦虑中， 但明明我是自由的呀，我也没有被什么围墙而限制起来 ，可我为什么总觉得活的那么痛苦 那么黑暗 那么没有希望 呢？ Andy说 希望是件美好的事 ，Red说 希望是件危险的事 ，其实我个人活的很像red ，我也怕犯错 我也被自己内心的条条框框束缚起来了，我也想去找寻自己内心的自由 。
肖申克的救赎,永远冷静，永不绝望才是救赎的最佳途径！
肖申克的救赎,"A cheap and reactionary film. There is no ""redemption"" here, but ""hope"" (the hope of what?). What happens the next day, when parole officers catch up with Red? What happens to bringing the real culprit of Andy's wife behind the bar? Where is the PTSD of an ""institutional man?"" There is no deep critique of prison economy here, nor that of America's CJS (all we have is a few corrupt officials outsmarted by a banker who of course ran away w all the money and is praised for it, sounds familiar?). The completely implausible ""figaro"" sequence cheapens the real struggle for freedom. All of this is the stuff of cheap Hollywood."
肖申克的救赎,"监狱里的高墙实在是很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。这就是体制化。
记住，希望是好事——甚至也许是人间至善。而美好的事永不消失。
肖申克的救赎到底是什么？"
肖申克的救赎,恐惧让你沦为囚犯，希望让你重获自由。——《肖申克的救赎》 .
肖申克的救赎,如果不是与阿甘正传一年，绝对的奥斯卡最佳影片。这部电影是一部传奇，IMDb 豆瓣 时光和我们心中永恒的经典！体制化害死人啊
肖申克的救赎,赏析课看的电影，很经典，很有深度，这样的电影才称得上佳作
肖申克的救赎,不容错过的经典电影。
肖申克的救赎,人是感性的，面对残酷的环境，人本能的反应便是奋力抗争，而当这个环境恶劣到一定的程度时，人的抗争之心就会慢慢被消磨殆尽，成为行尸走肉。但是只要还有希望都要抗争到底不是吗？
肖申克的救赎,懦怯囚禁人的灵魂，希望可以令你感受自由，强者自救，圣者渡人。经典
肖申克的救赎,可能是因为我已经知道片子是怎么回事了，所以觉得有点不够震撼。也可能是因为以前看过越狱了，所以也没新鲜感了。总之，没觉得太好，头重脚轻的
肖申克的救赎,从下水道逃生，看到这里我已经被震撼了。人的求生意志和对自由的向往有多强，这部电影给你答案
肖申克的救赎,很棒的一部电影，一部完全不需要女主女配的电影。有时候想想，我们国产片为什么走不出国门，我觉得广电也有一定责任，这不许拍那不许拍，就比如这类型的电影，很喜欢这类型的越狱题材，还有美剧的越狱，我看的第一部美剧，真的好好看。我们国家的电影或电视剧，基本没有关于这种类型的题材。万恶的广电
霸王别姬,在野路子出身的张国荣面前，学院出身的张丰毅显得那么单薄
霸王别姬,风华绝代
霸王别姬,"被“历史”绑架了的两个小人物……

《活着》和《霸王别姬》不是中国电影的起点，而是终点……"
霸王别姬,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
霸王别姬,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
霸王别姬,就凭这个，我愿意原谅陈凯歌一切的烂片 你只要伟大过一次就可以了 就凭这个 哥哥你是我心中永远不朽的传奇 你是全世界最大的角儿
霸王别姬,不疯魔，不成活
霸王别姬,"不解,拍出过霸王别姬的人怎能拍出无极来"
霸王别姬,这真的不是电影，而是人生。如此真实深刻地反映了从抗战前夕至文革的那段历史时期下命运凄惨的人们，渗透在每一个细节，包括那个不能忍受戏班虐打的孩子，而文革中六亲不认，人格扭曲更是展现到了极致。当然最赞的是哥哥的表演，如此悲哀可怜的蝶衣让人心痛，不疯魔不成活，人戏不分，现实的他也是如此
霸王别姬,仨小时的电影，我没上一次厕所，一直专注的在看，除了牛逼我想不出其他的词儿了。直男对于gay来说终究是祸害，他们不敢爱，面对自己的感情畏畏缩缩，伤了别人还假惺惺。每个人都演的很好，蒋雯丽虽然出场不到半小时，也是把角色诠释的淋漓尽致。这真是陈导的巅峰之作了。
霸王别姬,最优秀的中国电影
霸王别姬,君王意气尽 贱妾何聊生
霸王别姬,往事不要再提，人生已多风雨。纵然记忆抹不去，爱与恨都还在心里。真的要断了过去，让明天好好继续，你就不必再苦苦追问他的消息。爱情他是个难题，让人目眩神迷，忘了痛或许可以，忘了你却太不容易。我对你仍有爱意我对自己无能为力。
霸王别姬,"蝶衣于台上贵妃醉酒，头顶忽撒下无数抗日传单。灯骤灭，台下喧哗。没有人再顾及台上的贵妃。唯有蝶衣，继续着未尽的绝美舞步丝毫未曾停滞。一片混乱之中，也唯有四爷，独自于楼上包厢继续丝毫未曾分神。看到这里感动的一塌糊涂。结尾处“我本是男儿郎,又不是女娇娥”真的落泪了。纯粹坚持的2人去了"
霸王别姬,人戏不分，不疯魔不成活。
霸王别姬,我記得我標記過這部片子的啊！——我以為這是國產電影的開始，誰知道是結束。
霸王别姬,你凝视你的脸，几亿人在爱恋。
霸王别姬,菊仙是个好女人
霸王别姬,备课三刷。一边看一边想，如果拿掉张国荣，剩下的东西里，还有几分成色？是不是陈凯歌日后有的一些坏毛病早就埋下种子了？但是，没办法，一个疯子，又遇见了成全他的角色，干柴烈火，谁也挡不住。所有人都被他带的颠三倒四的，这就是角儿，一种迷人的暴力
霸王别姬,城头变幻大王旗，一个《霸王别姬》，一个《活着》，道尽中国现当代史，百年内无可超越。
霸王别姬,"它已经存在了15年，我现在才去看它。
小时候的部分，有些不够自然，后面倒是越看越入戏了。
段小楼的个性颇有点让我厌烦，顶着个英雄的皮囊，其实最不懂事。

电影结束的时候，很想听张国荣版的《当爱已成往事》，
对张国荣从来没有特别的感情，也一直只听林、李版本的那首歌，
可经过电影的铺垫，彻底推翻过去的喜好，
张的版本变成了电影的延续，仿佛程蝶衣还在那低低的说话一般，缠绵悱恻，绕梁三日。"
霸王别姬,往事不要再提，人生已多风雨。他是霸王，你是虞姬，“我本是男儿郎，又不是女娇娥”，万丈红尘蹉跌走过半世纪。寥落繁华不由己，十万春花如梦里。剑还给你，命也还给你。“君王意气尽，贱妾何聊生？”陪你唱罢这出、我便离去...
霸王别姬,凱歌也曾NB過，那時風華絕代的張國榮也還那麼年輕……
霸王别姬,那些渴求永远的人，悲都悲得分外妖冶。
霸王别姬,因为这个电影，从此后对有金鱼出现的影片格外地关注。鱼所代表的意义太多了。流泪在水里的鱼，无性别的鱼，离了水呼吸不了的鱼……
霸王别姬,请再给我一个昏暗场地和一个下午
霸王别姬,大家只记得程蝶衣，明明菊仙才是更值得品味的角色啊，到最后，一直保留了善良的人只有她一个。生活太难，为了什么而活的内核决定了每个人的命运，再聪明的人都挨不下去，最后剩下的便都是乌合之众
霸王别姬,一笑万古春，一啼万古愁 2008.12
霸王别姬,1993年戛纳金棕榈大奖，国际影评人大奖。华语电影唯一一枝金棕榈，陈凯歌同学笑傲多年的资本。确实是华语电影的巅峰之作，以京剧为剧情发展的主线，比《活着》更具艺术性，给人印象也更深刻，特别是张国荣的倾情演出。
霸王别姬,耗尽了陈凯歌一生的才华，成就了一个痴情的程蝶衣。
霸王别姬,"我以为现在已经很难看完一部三小时的电影了，原来并不是，只是现在的电影不值得而已。这样一部快30年前的文艺片，近三个小时全程看下来一点不觉得无聊，不愧为经典。
由于是在B站观看的，观影时可以打开弹幕，感触就更深了，现在的人们一边骂着小四，一边又做着和小四无异的事情。高喊着口号，人均“五十万”，“拜登经费”，“退国籍250”……甚至wen'ge都可以洗了。也不明白他们是怎么做到这么割裂，怎么说服得了自己的。也许这就代表，wen'ge确实做得非常成功。而且他们以为自己拜的是劳动人民？不过是新的袁四爷罢了。
只是感叹，1993年就能诞生这种作品的这片土地，今后再也不会有这样的作品出现，人们不再需要戏曲，也不再需要文艺。听戏的大人们正襟危坐，并不在乎戏曲的故事讲到了哪里，只要最后可以给他们一个舞台唱赞歌就行了。无奈且悲哀。"
